0.415820595	0.583134961
0.997995656	0.979782368
0.002236649	0.676117865
0.65525811	0.525171502
0.000588156	0.588666926
0.826679897	0.832265376
0.791583868	0.310548477
0.03813145	0.668945599
0.103928879	0.996383977
0.189716076	0.954766544
0.866095824	0.701689129
0.676204376	0.14896273
0.110533374	0.97862997
0.176671614	0.640591035
0.234187055	0.737738836
0.880504293	0.481847963
0.989334335	0.737888467
0.972922849	0.177224239
0.084393114	0.841211114
0.550937656	0.791605576
0.183256437	0.892662973
0.893583888	0.513985664
0.945014169	0.048486539
0.73162731	0.141453117
0.553199005	0.99772385
0.42388717	0.410616706
0.49640256	0.055335328
0.00878899	0.044297443
0.778424475	0.464525052
0.485055142	0.163464862
0.823440748	0.838519509
0.026730295	0.48880965
0.146888969	0.932565965
0.765927601	0.254540915
0.962454481	0.797609796
0.457907407	0.48609668
0.177688972	0.016656473
0.228010172	0.80905031
0.592654372	0.544687822
0.521334229	0.426796167
0.629020323	0.301137514
0.342407997	0.834975354
0.224007743	0.546153771
0.77933205	0.03210134
0.280861022	0.242915132
0.089490299	0.033957527
0.593542454	0.733093595
0.041473837	0.08523848
0.10468234	0.38351318
0.991257395	0.747206296
0.204762596	0.44995749
0.650680284	0.789504602
0.657606099	0.817386494
0.924015612	0.216741991
0.441511921	0.921521267
0.859488503	0.091731714
0.526973647	0.893982758
0.607518983	0.377728824
0.41079934	0.555754994
0.345614701	0.106070241
0.013806522	0.622839888
0.59082108	0.226157684
0.149917664	0.040145732
0.409537108	0.302085511
0.402856262	0.403290732
0.097413002	0.19113649
0.574842815	0.383024011
0.33483916	0.471718256
0.261934871	0.489362585
0.988237352	0.861294421
0.384508754	0.447098708
0.91105607	0.918013293
0.133032594	0.325595067
0.838168606	0.49255678
0.784783905	0.364349731
0.360604063	0.596473018
0.540440643	0.920741767
0.295275188	0.201772047
0.439965495	0.229931873
0.662285598	0.005948054
0.012319255	0.893891313
0.446709209	0.544418939
0.299539613	0.511949933
0.816500934	0.45632396
0.1872977	0.165563445
0.44627168	0.965398555
0.919950487	0.783002974
0.931322581	0.234146713
0.310694378	0.667565296
0.694030578	0.818619022
0.016736177	0.620579042
0.557278566	0.902339585
0.260666107	0.155062111
0.794864117	0.302340944
0.494690703	0.928329545
0.827319278	0.33669811
0.230577228	0.194654262
0.730231376	0.374968156
0.929264526	0.792236023
0.134562	0.809096987
0.836943846	0.67015513
0.136395401	0.614999325
0.070103298	0.037195891
0.542580889	0.757753193
